,Unnamed: 0,날짜,순위,곡명,가수,score,순위 변화,장르,발매일
236,36,2018-03-31 23:59:59,37,LIKEY,TWICE ,"59,910,957",14,댄스/팝,2017.10.30
237,37,2018-03-31 23:59:59,38,시차 (We Are) (Feat. 로꼬 & GRAY),우원재 ,"58,937,295",7,랩/힙합,2017.09.04
238,38,2018-03-31 23:59:59,39,비도 오고 그래서 (Feat. 신용재),헤이즈 (Heize) ,"58,655,493",4,랩/힙합,2017.06.26
239,39,2018-03-31 23:59:59,40,소나기 (Feat. 10cm),용준형 ,"56,984,763",new,발라드,2018.03.22
240,40,2018-03-31 23:59:59,41,피카부 (Peek-A-Boo),레드벨벳(Red Velvet) ,"56,075,014",17,댄스/팝,2017.11.17
241,41,2018-03-31 23:59:59,42,기억의 빈자리,나얼 ,"55,409,592",22,발라드,2017.11.29
242,42,2018-03-31 23:59:59,43,There`s Nothing Holdin` Me Back,Shawn Mendes ,"54,106,708",7,팝,2017.04.21
243,43,2018-03-31 23:59:59,44,다른사람을 사랑하고 있어,수지 ,"53,953,059",30,발라드,2018.01.29
244,44,2018-03-31 23:59:59,45,좋아,"윤종신, 민서 ","53,530,387",18,발라드,2017.11.15
245,45,2018-03-31 23:59:59,46,썸 탈꺼야,볼빨간사춘기 ,"53,489,304",14,인디,2017.09.28
246,46,2018-03-31 23:59:59,47,에너제틱 (Energetic),Wanna One (워너원) ,"53,363,200",11,댄스/팝,2017.08.07
247,47,2018-03-31 23:59:59,48,봄날,방탄소년단 ,"52,104,295",3,댄스/팝,2017.02.13
248,48,2018-03-31 23:59:59,49,답장,김동률 ,"51,318,755",30,발라드,2018.01.11
249,49,2018-03-31 23:59:59,50,첫눈처럼 너에게 가겠다,에일리 (Ailee) ,"50,526,682",11,OST,2017.01.07
250,50,2018-03-31 23:59:59,51,노력,박원 ,"50,228,863",9,발라드,2016.11.17
251,51,2018-03-31 23:59:59,52,빨간 맛 (Red Flavor),레드벨벳(Red Velvet) ,"49,334,555",3,댄스/팝,2017.07.09
252,52,2018-03-31 23:59:59,53,너 없는 시간들,다비치 ,"48,999,703",27,발라드,2018.01.25
253,53,2018-03-31 23:59:59,54,"그때의 나, 그때의 우리",어반 자카파 (Urban Zakapa) ,"48,138,033",20,댄스/팝,2017.11.08
254,54,2018-03-31 23:59:59,55,짙어져,멜로망스(Melomance) ,"48,092,736",2,댄스/팝,2017.10.15
255,55,2018-03-31 23:59:59,56,마지막처럼,BLACKPINK ,"47,313,272",5,댄스/팝,2017.06.22
256,56,2018-03-31 23:59:59,57,가시나,선미 ,"45,377,490",19,댄스/팝,2017.08.22
257,57,2018-03-31 23:59:59,58,Thunder,Imagine Dragons ,"45,064,849",27,락,2017.06.23
258,58,2018-03-31 23:59:59,59,Look,GOT7 ,"44,902,013",new,댄스/팝,2018.03.12
259,59,2018-03-31 23:59:59,60,바보야,허각 ,"44,767,650",13,발라드,2017.11.27
260,60,2018-03-31 23:59:59,61,연애소설 (Feat. 아이유),에픽하이 (EPIK HIGH) ,"44,210,789",17,랩/힙합,2017.10.23
261,61,2018-03-31 23:59:59,62,나의 사춘기에게,볼빨간사춘기 ,"42,695,399",10,인디,2017.09.28
262,62,2018-03-31 23:59:59,63,오늘밤도,펀치 (Punch) ,"42,565,239",22,알앤비/소울,2018.02.06
263,63,2018-03-31 23:59:59,64,미안해,양다일 ,"41,373,261",2,발라드,2017.12.29
264,64,2018-03-31 23:59:59,65,REALLY REALLY,위너(WINNER) ,"41,252,265",8,댄스/팝,2017.04.04
265,65,2018-03-31 23:59:59,66,Lonely (Feat. 태연),종현 (JONGHYUN) ,"40,904,475",31,알앤비/소울,2017.04.24
266,66,2018-03-31 23:59:59,67,Closer (Feat. Halsey),The Chainsmokers ,"40,706,468",5,팝,2016.11.04
267,67,2018-03-31 23:59:59,68,바람이 불었으면 좋겠어,길구봉구 ,"40,044,716",6,발라드,2014.01.03
268,68,2018-03-31 23:59:59,69,애쓰지 마요,박보람 ,"39,549,299",32,발라드,2018.02.13
269,69,2018-03-31 23:59:59,70,어린 왕자 (Prod. Godic),"김하온(HAON), 박준호(PULLIK) ","38,995,848",new,랩/힙합,2018.03.24
270,70,2018-03-31 23:59:59,71,별 바람 꽃 태양,마마무 (Mamamoo) ,"37,676,049",new,댄스/팝,2018.03.07
271,71,2018-03-31 23:59:59,72,잘 살길 바래 (With. DAVII),헤이즈 (Heize) ,"37,292,058",new,랩/힙합,2018.03.08
272,72,2018-03-31 23:59:59,73,팔레트 (Feat. G-DRAGON),아이유 (IU) ,"36,499,091",-,댄스/팝,2017.04.21
273,73,2018-03-31 23:59:59,74,비밀정원,오마이걸 (OH MY GIRL) ,"35,019,550",28,댄스/팝,2018.01.09
274,74,2018-03-31 23:59:59,75,고민보다 Go,방탄소년단 ,"34,565,124",4,댄스/팝,2017.09.18
275,75,2018-03-31 23:59:59,76,나타나줘 (Feat. 박재범),로꼬 (LOCO) ,"34,304,820",new,랩/힙합,2018.03.14
276,76,2018-03-31 23:59:59,77,고무줄다리기 (Rubber Band),iKON ,"33,314,057",new,랩/힙합,2018.03.05
277,77,2018-03-31 23:59:59,78,고맙다,세븐틴 ,"33,244,208",38,댄스/팝,2018.02.05
278,78,2018-03-31 23:59:59,79,그 사람을 아나요,임창정 ,"33,127,950",20,발라드,2017.10.23
279,79,2018-03-31 23:59:59,80,벚꽃 엔딩,버스커 버스커 (Busker Busker) ,"32,760,057",new,포크/어쿠스틱,2012.03.29
280,80,2018-03-31 23:59:59,81,Universe,EXO ,"32,103,831",26,발라드,2017.12.26
281,81,2018-03-31 23:59:59,82,비가 온다,정승환 ,"31,604,950",10,발라드,2018.02.19
282,82,2018-03-31 23:59:59,83,네가 없는 곳,양요섭 ,"31,279,209",12,포크/어쿠스틱,2018.02.19
283,83,2018-03-31 23:59:59,84,결혼,문문 (MoonMoon) ,"31,107,166",58,인디,2017.10.24
284,84,2018-03-31 23:59:59,85,후유증,"김희철, 민경훈 ","31,019,500",15,락/메탈,2018.02.17
285,85,2018-03-31 23:59:59,86,매일 듣는 노래 (A Daily Song),황치열 ,"30,891,571",18,발라드,2017.06.13
286,86,2018-03-31 23:59:59,87,Blue,볼빨간사춘기 ,"30,466,915",23,인디,2017.09.28
287,87,2018-03-31 23:59:59,88,MIANHAE,헤이즈 (Heize) ,"30,417,876",new,랩/힙합,2018.03.08
288,88,2018-03-31 23:59:59,89,너 하나만 (Feat. 효린),GOT7 ,"28,742,146",new,댄스/팝,2018.03.12
289,89,2018-03-31 23:59:59,90,한숨,이하이 ,"28,488,209",27,알앤비/소울,2016.03.09
290,90,2018-03-31 23:59:59,91,어디에도,엠씨더맥스 (M.C The Max) ,"27,849,380",12,댄스/팝,2016.01.28
291,91,2018-03-31 23:59:59,92,빛 (Hope),H.O.T ,"27,678,310",87,댄스/팝,1998.09
292,92,2018-03-31 23:59:59,93,Ko Ko Bop,EXO ,"27,604,192",18,댄스/팝,2017.07.18
293,93,2018-03-31 23:59:59,94,MIC Drop,방탄소년단 ,"27,190,949",13,댄스/팝,2017.09.18
294,94,2018-03-31 23:59:59,95,Something Just Like This,"The Chainsmokers, Coldplay ","26,806,393",2,일렉트로닉,2017.04.07
295,95,2018-03-31 23:59:59,96,남이 될 수 있을까,"볼빨간 사춘기, 스무살 ","25,814,049",20,인디,2017.06.13
296,96,2018-03-31 23:59:59,97,피 땀 눈물,방탄소년단 ,"24,973,883",7,댄스/팝,2016.10.10
297,97,2018-03-31 23:59:59,98,비,폴킴 ,"24,826,526",21,알앤비/소울,2016.06.21
298,98,2018-03-31 23:59:59,99,폰서트,10cm ,"24,681,181",10,인디,2017.09.01
299,99,2018-03-31 23:59:59,100,"Like It (Feat. 행주, 보이비)","배연서 (WEBSTER B), 윤진영(Clloud) ","24,654,849",new,랩/힙합,2018.03.24
300,0,2018-04-30 23:59,1,지나오다,닐로 (Nilo) ,"168,705,235",HOT,발라드,2017.10.31
301,1,2018-04-30 23:59,2,바코드 (Prod. GroovyRoom),"김하온 (HAON), 이병재 (Vinxen) ","168,374,270",HOT,랩/힙합,2018.03.31
302,2,2018-04-30 23:59,3,EVERYDAY,위너(WINNER) ,"164,610,122",new,랩/힙합,2018.04.04
303,3,2018-04-30 23:59,4,What is Love?,TWICE ,"160,069,521",new,댄스/팝,2018.04.09
304,4,2018-04-30 23:59,5,꽃 길,BIGBANG (빅뱅) ,"158,810,421",2,알앤비/소울,2018.03.13
305,5,2018-04-30 23:59,6,별이 빛나는 밤,마마무 (Mamamoo) ,"154,143,737",5,댄스/팝,2018.03.07
306,6,2018-04-30 23:59,7,You,멜로망스(Melomance) ,"148,661,883",11,알앤비/소울,2018.01.22
307,7,2018-04-30 23:59,8,사랑을 했다 (LOVE SCENARIO),iKON ,"148,031,944",6,랩/힙합,2018.01.25
308,8,2018-04-30 23:59,9,뿜뿜,모모랜드 (MOMOLAND) ,"125,065,764",5,댄스/팝,2018.01.03
309,9,2018-04-30 23:59,10,그날처럼,장덕철 ,"116,230,434",4,댄스/팝,2017.11.28
310,10,2018-04-30 23:59,11,My Way,이수 ,"112,353,353",8,발라드,2017.11.11
311,11,2018-04-30 23:59,12,소나기 (Feat. 10cm),용준형 ,"109,195,989",28,발라드,2018.03.22
312,12,2018-04-30 23:59,13,북 (Prod.SLO),"배연서 (WEBSTER B), 오담률 (CHIN CHILLA) ","107,346,615",15,랩/힙합,2018.03.17
313,13,2018-04-30 23:59,14,붕붕 (Feat. Sik-K) (Prod. GroovyRoom),김하온 (HAON) ,"105,134,406",new,랩/힙합,2018.04.14
314,14,2018-04-30 23:59,15,그때 헤어지면 돼,로이킴 ,"104,373,862",8,발라드,2018.02.12
315,15,2018-04-30 23:59,16,어린 왕자 (Prod. Godic),"김하온(HAON), 박준호(PULLIK) ","97,300,095",54,랩/힙합,2018.03.24
316,16,2018-04-30 23:59,17,주지마,"로꼬 (LOCO), 화사 ","95,329,453",new,발라드,2018.04.21
317,17,2018-04-30 23:59,18,Jenga (Feat. Gaeko),헤이즈 (Heize) ,"95,283,787",13,랩/힙합,2018.03.08
318,18,2018-04-30 23:59,19,선물,멜로망스(Melomance) ,"95,040,353",7,인디,2017.07.10
319,19,2018-04-30 23:59,20,Roller Coaster,청하 ,"94,919,726",11,댄스/팝,2018.01.17
320,20,2018-04-30 23:59,21,HandClap,Fitz & The Tantrums ,"92,712,327",11,팝,2017.07.24
321,21,2018-04-30 23:59,22,Havana (Feat. Young Thug),Camila Cabello ,"83,393,623",9,팝,2018.01.12
322,22,2018-04-30 23:59,23,Bad Boy,레드벨벳(Red Velvet) ,"79,029,053",15,댄스/팝,2018.01.29
323,23,2018-04-30 23:59,24,비행운,문문 (MoonMoon) ,"77,026,183",9,인디,2016.11.10
324,24,2018-04-30 23:59,25,BOOMERANG (부메랑),Wanna One (워너원) ,"75,789,593",2,댄스/팝,2018.03.19
325,25,2018-04-30 23:59,26,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴 ,"70,055,956",76,발라드,2018.03.20
326,26,2018-04-30 23:59,27,전혀 (Feat. 우원재) (Prod. GroovyRoom),이병재 (Vinxen) ,"68,628,774",new,랩/힙합,2018.04.14
327,27,2018-04-30 23:59,28,이 별,길구봉구 ,"67,054,674",3,발라드,2017.09.18
328,28,2018-04-30 23:59,29,탓 (Prod. BOYCOLD),이병재 (Vinxen) ,"65,641,752",new,랩/힙합,2018.04.07
329,29,2018-04-30 23:59,30,눈사람,정승환 ,"65,223,551",14,발라드,2018.02.19
330,30,2018-04-30 23:59,31,instagram,DEAN ,"63,911,022",14,알앤비/소울,2017.12.26
331,31,2018-04-30 23:59,32,밤이 되니까,펀치 (Punch) ,"62,787,422",12,알앤비/소울,2017.09.29
332,32,2018-04-30 23:59,33,"Like It (Feat. 행주, 보이비)","배연서 (WEBSTER B), 윤진영(Clloud) ","61,312,688",67,랩/힙합,2018.03.24
333,33,2018-04-30 23:59,34,가을 안부,먼데이 키즈 (Monday Kiz) ,"61,282,904",4,발라드,2017.10.14
334,34,2018-04-30 23:59,35,花요일 (Blooming Day),EXO-CBX (첸백시) ,"61,187,910",new,댄스/팝,2018.04.10
335,35,2018-04-30 23:59,36,내가 더 나빠,헤이즈 (Heize) ,"60,554,161",25,랩/힙합,2018.03.08
336,36,2018-04-30 23:59,37,Heart Shaker,TWICE ,"57,790,317",11,댄스/팝,2017.12.11
337,37,2018-04-30 23:59,38,밤편지,아이유 (IU) ,"57,790,267",6,발라드,2017.03.24
338,38,2018-04-30 23:59,39,좋니,윤종신 ,"57,713,148",12,발라드,2017.06.22
339,39,2018-04-30 23:59,40,Shape of You,Ed Sheeran ,"57,105,258",9,락,2017.03.03
340,40,2018-04-30 23:59,41,약속해요 (I.P.U.),Wanna One (워너원) ,"56,367,567",27,댄스/팝,2018.03.19
341,41,2018-04-30 23:59,42,"이로한 (Feat. ELO, Jessi) (Prod. Padi)",배연서 (WEBSTER B) ,"56,270,941",new,랩/힙합,2018.04.14
342,42,2018-04-30 23:59,43,all of my life,박원 ,"55,415,113",14,댄스/팝,2017.07.27
343,43,2018-04-30 23:59,44,#첫사랑,볼빨간사춘기 ,"54,636,102",22,인디,2018.01.10
344,44,2018-04-30 23:59,45,넋두리,닐로 (Nilo) ,"54,453,789",new,발라드,2016.09.12
345,45,2018-04-30 23:59,46,시차 (We Are) (Feat. 로꼬 & GRAY),우원재 ,"53,612,623",8,랩/힙합,2017.09.04
346,46,2018-04-30 23:59,47,비도 오고 그래서 (Feat. 신용재),헤이즈 (Heize) ,"52,508,461",8,랩/힙합,2017.06.26
347,47,2018-04-30 23:59,48,눈 떠보니 이별이더라,포맨 (4Men) ,"52,441,617",15,댄스/팝,2017.10.24
348,48,2018-04-30 23:59,49,DNA,방탄소년단 ,"51,262,305",14,댄스/팝,2017.09.18
349,49,2018-04-30 23:59,50,주인공,선미 ,"51,088,693",29,댄스/팝,2018.01.18
350,50,2018-04-30 23:59,51,LIKEY,TWICE ,"50,390,156",14,댄스/팝,2017.10.30
351,51,2018-04-30 23:59,52,빨간 맛 (Red Flavor),레드벨벳(Red Velvet) ,"49,594,186",-,댄스/팝,2017.07.09
352,52,2018-04-30 23:59,53,그리워하다,비투비 (BTOB) ,"48,275,633",17,댄스/팝,2017.10.16
353,53,2018-04-30 23:59,54,봄날,방탄소년단 ,"47,760,481",6,댄스/팝,2017.02.13
354,54,2018-04-30 23:59,55,Adios (Prod. BOYCOLD),김하온 (HAON) ,"47,566,424",new,랩/힙합,2018.04.07
355,55,2018-04-30 23:59,56,REALLY REALLY,위너(WINNER) ,"47,204,088",9,댄스/팝,2017.04.04
356,56,2018-04-30 23:59,57,Beautiful,Wanna One (워너원) ,"47,181,853",23,댄스/팝,2017.11.13
357,57,2018-04-30 23:59,58,벚꽃 엔딩,버스커 버스커 (Busker Busker) ,"47,150,334",22,포크/어쿠스틱,2012.03.29
358,58,2018-04-30 23:59,59,결혼,문문 (MoonMoon) ,"46,032,904",25,인디,2017.10.24
359,59,2018-04-30 23:59,60,There`s Nothing Holdin` Me Back,Shawn Mendes ,"46,013,131",17,팝,2017.04.21
360,60,2018-04-30 23:59,61,에너제틱 (Energetic),Wanna One (워너원) ,"45,686,620",14,댄스/팝,2017.08.07
361,61,2018-04-30 23:59,62,짙어져,멜로망스(Melomance) ,"45,133,060",7,댄스/팝,2017.10.15
362,62,2018-04-30 23:59,63,썸 탈꺼야,볼빨간사춘기 ,"44,955,545",17,인디,2017.09.28
363,63,2018-04-30 23:59,64,첫눈처럼 너에게 가겠다,에일리 (Ailee) ,"44,020,345",14,OST,2017.01.07
364,64,2018-04-30 23:59,65,Thunder,Imagine Dragons ,"43,049,190",7,락,2017.06.23
365,65,2018-04-30 23:59,66,미안해,양다일 ,"43,048,060",2,발라드,2017.12.29
366,66,2018-04-30 23:59,67,노력,박원 ,"42,806,802",16,발라드,2016.11.17
367,67,2018-04-30 23:59,68,"Young Wave (Feat. 행주, 보이비)",오담률 (CHIN CHILLA) ,"42,684,281",new,랩/힙합,2018.03.31
368,68,2018-04-30 23:59,69,AIR,위너(WINNER) ,"42,378,405",new,랩/힙합,2018.04.04
369,69,2018-04-30 23:59,70,내일해,EXID ,"42,159,270",new,댄스/팝,2018.04.02
370,70,2018-04-30 23:59,71,기억의 빈자리,나얼 ,"42,094,192",29,발라드,2017.11.29
371,71,2018-04-30 23:59,72,마지막처럼,BLACKPINK ,"41,711,416",16,댄스/팝,2017.06.22
372,72,2018-04-30 23:59,73,피카부 (Peek-A-Boo),레드벨벳(Red Velvet) ,"40,433,851",32,댄스/팝,2017.11.17
373,73,2018-04-30 23:59,74,Stand By Your Man,Carla Bruni ,"40,195,794",new,팝,2017.10.06
374,74,2018-04-30 23:59,75,좋아,"윤종신, 민서 ","39,644,702",30,발라드,2017.11.15
375,75,2018-04-30 23:59,76,애쓰지 마요,박보람 ,"38,890,468",7,발라드,2018.02.13
376,76,2018-04-30 23:59,77,운명 (The Chance of Love),동방신기 ,"36,589,517",HOT,댄스/팝,2018.03.28
377,77,2018-04-30 23:59,78,바람이 불었으면 좋겠어,길구봉구 ,"35,923,389",10,발라드,2014.01.03
378,78,2018-04-30 23:59,79,괜찮냐고,헤이즈 (Heize) ,"35,647,432",55,랩/힙합,2018.03.08
379,79,2018-04-30 23:59,80,바보야,허각 ,"34,901,089",20,발라드,2017.11.27
380,80,2018-04-30 23:59,81,봄 사랑 벚꽃 말고,"HIGH4, 아이유 (IU) ","34,810,792",33,댄스/팝,2014.04.08
381,81,2018-04-30 23:59,82,욕심,멜로망스(Melomance) ,"34,770,628",new,인디,2018.04.26
382,82,2018-04-30 23:59,83,"그때의 나, 그때의 우리",어반 자카파 (Urban Zakapa) ,"34,458,946",29,댄스/팝,2017.11.08
383,83,2018-04-30 23:59,84,Closer (Feat. Halsey),The Chainsmokers ,"34,375,354",17,팝,2016.11.04
384,84,2018-04-30 23:59,85,봄이 좋냐??,10cm ,"33,428,806",79,인디,2016.04.01
385,85,2018-04-30 23:59,86,너 없는 시간들,다비치 ,"32,519,688",33,발라드,2018.01.25
386,86,2018-04-30 23:59,87,나의 사춘기에게,볼빨간사춘기 ,"31,738,449",25,인디,2017.09.28
387,87,2018-04-30 23:59,88,가시나,선미 ,"30,676,146",31,댄스/팝,2017.08.22
388,88,2018-04-30 23:59,89,팔레트 (Feat. G-DRAGON),아이유 (IU) ,"30,242,682",16,댄스/팝,2017.04.21
389,89,2018-04-30 23:59,90,손만 잡고 자자 (TURN OFF THE LIGHT) (MINO SOLO),위너(WINNER) ,"30,039,282",new,랩/힙합,2018.04.04
390,90,2018-04-30 23:59,91,연애소설 (Feat. 아이유),에픽하이 (EPIK HIGH) ,"29,525,343",30,랩/힙합,2017.10.23
391,91,2018-04-30 23:59,92,답장,김동률 ,"29,506,941",43,발라드,2018.01.11
392,92,2018-04-30 23:59,93,Universe,EXO ,"29,020,054",12,발라드,2017.12.26
393,93,2018-04-30 23:59,94,폰서트,10cm ,"28,984,516",5,인디,2017.09.01
394,94,2018-04-30 23:59,95,나타나줘 (Feat. 박재범),로꼬 (LOCO) ,"28,532,097",19,랩/힙합,2018.03.14
395,95,2018-04-30 23:59,96,EASY (Feat. 식케이),휘인 (Whee In) ,"28,484,357",new,알앤비/소울,2018.04.17
396,96,2018-04-30 23:59,97,비,폴킴 ,"26,736,485",1,알앤비/소울,2016.06.21
397,97,2018-04-30 23:59,98,어른,Sondia ,"26,667,409",new,발라드,2018.03.29
398,98,2018-04-30 23:59,99,다른사람을 사랑하고 있어,수지 ,"26,481,522",55,발라드,2018.01.29
399,99,2018-04-30 23:59,100,GOLD,Wanna One (워너원) ,"26,029,469",9,댄스/팝,2018.03.19
400,0,2018-05-31 23:59,1,주지마,"로꼬 (LOCO), 화사 ","191,515,359",16,발라드,2018.04.21
401,1,2018-05-31 23:59,2,지나오다,닐로 (Nilo) ,"157,553,899",1,발라드,2017.10.31
402,2,2018-05-31 23:59,3,밤 (Time for the moon night),여자친구 (GFRIEND) ,"155,325,483",HOT,댄스/팝,2018.04.30
403,3,2018-05-31 23:59,4,You,멜로망스(Melomance) ,"138,857,288",3,알앤비/소울,2018.01.22
404,4,2018-05-31 23:59,5,What is Love?,TWICE ,"131,892,416",1,댄스/팝,2018.04.09
405,5,2018-05-31 23:59,6,잊을만하면,크러쉬 (CRUSH) ,"124,745,958",new,알앤비/소울,2018.05.03
406,6,2018-05-31 23:59,7,사랑을 했다 (LOVE SCENARIO),iKON ,"118,128,157",1,랩/힙합,2018.01.25
407,7,2018-05-31 23:59,8,붕붕 (Feat. Sik-K) (Prod. GroovyRoom),김하온 (HAON) ,"116,574,813",6,랩/힙합,2018.04.14
408,8,2018-05-31 23:59,9,FAKE LOVE,방탄소년단 ,"112,425,344",new,랩/힙합,2018.05.18
409,9,2018-05-31 23:59,10,별이 빛나는 밤,마마무 (Mamamoo) ,"104,632,054",4,댄스/팝,2018.03.07
410,10,2018-05-31 23:59,11,뿜뿜,모모랜드 (MOMOLAND) ,"101,611,524",2,댄스/팝,2018.01.03
411,11,2018-05-31 23:59,12,My Way,이수 ,"98,868,124",1,발라드,2017.11.11
412,12,2018-05-31 23:59,13,욕심,멜로망스(Melomance) ,"97,652,129",69,인디,2018.04.26
413,13,2018-05-31 23:59,14,그날처럼,장덕철 ,"94,227,603",4,댄스/팝,2017.11.28
414,14,2018-05-31 23:59,15,꽃 길,BIGBANG (빅뱅) ,"90,130,586",10,알앤비/소울,2018.03.13
415,15,2018-05-31 23:59,16,소나기 (Feat. 10cm),용준형 ,"90,070,070",4,발라드,2018.03.22
416,16,2018-05-31 23:59,17,그때 헤어지면 돼,로이킴 ,"89,427,043",2,발라드,2018.02.12
417,17,2018-05-31 23:59,18,EVERYDAY,위너(WINNER) ,"87,478,631",15,랩/힙합,2018.04.04
418,18,2018-05-31 23:59,19,여행,볼빨간사춘기 ,"87,263,931",new,인디,2018.05.24
419,19,2018-05-31 23:59,20,바코드 (Prod. GroovyRoom),"김하온 (HAON), 이병재 (Vinxen) ","82,170,866",18,랩/힙합,2018.03.31
420,20,2018-05-31 23:59,21,선물,멜로망스(Melomance) ,"79,848,648",2,인디,2017.07.10
421,21,2018-05-31 23:59,22,Roller Coaster,청하 ,"79,299,452",2,댄스/팝,2018.01.17
422,22,2018-05-31 23:59,23,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴 ,"79,117,129",3,발라드,2018.03.20
423,23,2018-05-31 23:59,24,HandClap,Fitz & The Tantrums ,"78,378,410",3,팝,2017.07.24
424,24,2018-05-31 23:59,25,Havana (Feat. Young Thug),Camila Cabello ,"71,717,286",3,팝,2018.01.12
425,25,2018-05-31 23:59,26,LATATA,(여자)아이들 ,"69,363,491",new,댄스/팝,2018.05.02
426,26,2018-05-31 23:59,27,북 (Prod.SLO),"배연서 (WEBSTER B), 오담률 (CHIN CHILLA) ","62,166,058",14,랩/힙합,2018.03.17
427,27,2018-05-31 23:59,28,비행운,문문 (MoonMoon) ,"61,935,875",4,인디,2016.11.10
428,28,2018-05-31 23:59,29,넋두리,닐로 (Nilo) ,"61,679,661",16,발라드,2016.09.12
429,29,2018-05-31 23:59,30,Jenga (Feat. Gaeko),헤이즈 (Heize) ,"60,974,652",12,랩/힙합,2018.03.08
430,30,2018-05-31 23:59,31,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단 ,"60,531,545",new,랩/힙합,2018.05.18
431,31,2018-05-31 23:59,32,별 시 (別 時),박효신 ,"60,530,276",HOT,발라드,2018.04.30
432,32,2018-05-31 23:59,33,DNA,방탄소년단 ,"59,819,953",16,댄스/팝,2017.09.18
433,33,2018-05-31 23:59,34,가을 안부,먼데이 키즈 (Monday Kiz) ,"59,304,338",-,발라드,2017.10.14
434,34,2018-05-31 23:59,35,전혀 (Feat. 우원재) (Prod. GroovyRoom),이병재 (Vinxen) ,"58,327,360",8,랩/힙합,2018.04.14
435,35,2018-05-31 23:59,36,Bad Boy,레드벨벳(Red Velvet) ,"57,864,042",13,댄스/팝,2018.01.29
436,36,2018-05-31 23:59,37,이 별,길구봉구 ,"57,573,437",9,발라드,2017.09.18
437,37,2018-05-31 23:59,38,빛나리,펜타곤 (PENTAGON) ,"57,216,670",HOT,일렉트로닉,2018.04.02
438,38,2018-05-31 23:59,39,Shape of You,Ed Sheeran ,"55,997,229",1,락,2017.03.03
439,39,2018-05-31 23:59,40,어린 왕자 (Prod. Godic),"김하온(HAON), 박준호(PULLIK) ","55,838,946",24,랩/힙합,2018.03.24
440,40,2018-05-31 23:59,41,봄날,방탄소년단 ,"55,694,124",13,댄스/팝,2017.02.13
441,41,2018-05-31 23:59,42,밤편지,아이유 (IU) ,"54,002,076",4,발라드,2017.03.24
442,42,2018-05-31 23:59,43,비도 오고 그래서 (Feat. 신용재),헤이즈 (Heize) ,"53,350,105",4,랩/힙합,2017.06.26
443,43,2018-05-31 23:59,44,밤이 되니까,펀치 (Punch) ,"52,664,614",12,알앤비/소울,2017.09.29
444,44,2018-05-31 23:59,45,instagram,DEAN ,"51,990,810",14,알앤비/소울,2017.12.26
445,45,2018-05-31 23:59,46,花요일 (Blooming Day),EXO-CBX (첸백시) ,"51,234,257",11,댄스/팝,2018.04.10
446,46,2018-05-31 23:59,47,좋니,윤종신 ,"50,471,260",8,발라드,2017.06.22
447,47,2018-05-31 23:59,48,눈사람,정승환 ,"50,449,001",18,발라드,2018.02.19
448,48,2018-05-31 23:59,49,Heart Shaker,TWICE ,"50,136,189",12,댄스/팝,2017.12.11
449,49,2018-05-31 23:59,50,시차 (We Are) (Feat. 로꼬 & GRAY),우원재 ,"49,548,442",4,랩/힙합,2017.09.04
450,50,2018-05-31 23:59,51,all of my life,박원 ,"49,095,346",8,댄스/팝,2017.07.27
451,51,2018-05-31 23:59,52,BOOMERANG (부메랑),Wanna One (워너원) ,"48,639,353",27,댄스/팝,2018.03.19
